WKT,node
"POINT (378201.049 4656144.369 0.0)",1874
"POINT (378254.999 4656145.689 0.0)",1875
"POINT (378310.759 4656155.659 0.0)",1876
"POINT (378058.219 4656111.889 0.0)",1877
"POINT (378091.329 4656093.499 0.0)",1878
"POINT (378359.269 4656102.769 0.0)",1879
"POINT (378473.829 4656082.999 0.0)",1880
"POINT (378421.939 4656126.149 0.0)",1881
"POINT (378544.449 4656159.629 0.0)",1882
"POINT (378650.409 4656205.549 0.0)",1883
"POINT (378519.919 4656109.579 0.0)",1884
"POINT (378719.739 4656171.219 0.0)",1885
"POINT (378888.009 4656172.189 0.0)",1886
"POINT (378713.869 4656104.929 0.0)",1887
"POINT (378916.069 4656075.059 0.0)",1888
"POINT (379134.229 4656079.499 0.0)",1889
"POINT (379249.079 4656024.219 0.0)",1890
"POINT (379328.729 4655893.769 0.0)",1891
"POINT (379020.469 4656015.809 0.0)",1892
"POINT (380109.549 4654698.269 0.0)",1893
"POINT (380226.999 4654436.999 0.0)",1894
"POINT (380123.779 4655259.409 0.0)",1895
"POINT (380032.619 4654923.609 0.0)",1896
"POINT (379484.849 4655583.189 0.0)",1897
"POINT (379672.079 4655587.079 0.0)",1898
"POINT (379897.159 4655272.889 0.0)",1899
"POINT (379791.659 4655415.069 0.0)",1900
"POINT (378015.959 4656101.309 0.0)",1901
"POINT (377914.729 4656099.979 0.0)",1902
"POINT (377874.709 4656090.659 0.0)",1903
"POINT (377963.229 4656105.269 0.0)",1904
"POINT (378188.809 4656049.009 0.0)",1905
"POINT (378131.859 4656069.989 0.0)",1906
"POINT (378233.969 4656089.629 0.0)",1907
"POINT (378298.919 4656087.959 0.0)",1908
"POINT (378059.019 4656071.699 0.0)",1909
"POINT (378095.229 4656055.599 0.0)",1910
"POINT (378339.879 4656025.579 0.0)",1911
"POINT (378413.099 4656053.749 0.0)",1912
"POINT (378573.979 4656111.259 0.0)",1913
"POINT (378646.769 4656121.339 0.0)",1914
"POINT (378474.199 4656015.309 0.0)",1915
"POINT (378531.169 4656057.259 0.0)",1916
"POINT (378795.109 4656091.749 0.0)",1917
"POINT (378859.169 4656012.739 0.0)",1918
"POINT (378934.259 4655986.939 0.0)",1919
"POINT (379146.879 4655913.469 0.0)",1920
"POINT (379237.479 4655763.529 0.0)",1921
"POINT (378999.089 4655890.909 0.0)",1922
"POINT (379083.909 4652388.5 0.0)",1923
"POINT (379202.589 4652604.0 0.0)",1924
"POINT (380078.909 4654175.999 0.0)",1925
"POINT (379905.049 4654444.069 0.0)",1926
"POINT (379863.089 4654744.849 0.0)",1927
"POINT (379878.979 4655045.399 0.0)",1928
"POINT (379174.909 4655669.329 0.0)",1929
"POINT (379310.809 4655622.529 0.0)",1930
"POINT (379571.799 4655417.459 0.0)",1931
"POINT (379697.219 4655230.849 0.0)",1932
"POINT (379647.769 4654857.559 0.0)",1933
"POINT (379930.809 4653915.5 0.0)",1934
"POINT (377978.349 4656072.359 0.0)",1935
"POINT (378015.129 4656048.349 0.0)",1936
"POINT (377932.169 4656071.649 0.0)",1937
"POINT (377875.849 4656049.199 0.0)",1938
"POINT (378127.589 4656026.089 0.0)",1939
"POINT (378258.219 4656027.279 0.0)",1940
"POINT (378068.069 4656019.489 0.0)",1941
"POINT (378296.739 4655990.329 0.0)",1942
"POINT (378333.949 4655946.229 0.0)",1943
"POINT (378411.219 4655981.299 0.0)",1944
"POINT (378599.859 4656052.359 0.0)",1945
"POINT (378693.839 4656035.409 0.0)",1946
"POINT (378544.919 4655987.569 0.0)",1947
"POINT (378695.129 4655966.449 0.0)",1948
"POINT (378484.159 4655942.589 0.0)",1949
"POINT (378547.509 4655916.849 0.0)",1950
"POINT (378775.859 4655960.819 0.0)",1951
"POINT (378881.989 4655911.689 0.0)",1952
"POINT (379088.909 4655783.159 0.0)",1953
"POINT (379035.979 4655615.699 0.0)",1954
"POINT (378799.409 4652483.5 0.0)",1955
"POINT (379119.489 4652880.221 0.0)",1956
"POINT (379347.409 4652866.5 0.0)",1957
"POINT (378889.439 4652696.651 0.0)",1958
"POINT (379842.819 4654237.939 0.0)",1959
"POINT (379750.179 4654024.672 0.0)",1960
"POINT (379672.099 4654610.249 0.0)",1961
"POINT (379579.029 4655052.299 0.0)",1962
"POINT (379191.309 4655519.599 0.0)",1963
"POINT (379368.849 4655451.589 0.0)",1964
"POINT (379441.789 4655242.009 0.0)",1965
"POINT (379442.639 4654922.399 0.0)",1966
"POINT (379463.089 4654725.909 0.0)",1967
"POINT (379492.089 4653129.5 0.0)",1968
"POINT (379636.909 4653392.5 0.0)",1969
"POINT (379488.409 4653591.447 0.0)",1970
"POINT (379782.809 4653654.5 0.0)",1971
"POINT (377848.479 4656028.199 0.0)",1972
"POINT (377961.809 4656026.899 0.0)",1973
"POINT (378010.459 4655999.919 0.0)",1974
"POINT (377900.179 4656034.759 0.0)",1975
"POINT (378115.079 4655979.599 0.0)",1976
"POINT (378192.699 4655991.419 0.0)",1977
"POINT (378014.249 4655959.109 0.0)",1978
"POINT (378054.799 4655972.349 0.0)",1979
"POINT (378254.899 4655962.209 0.0)",1980
"POINT (378414.549 4655901.579 0.0)",1981
"POINT (378621.929 4655952.669 0.0)",1982
"POINT (378698.129 4655881.899 0.0)",1983
"POINT (378494.459 4655857.499 0.0)",1984
"POINT (378414.179 4655822.529 0.0)",1985
"POINT (378800.909 4655830.909 0.0)",1986
"POINT (378925.199 4655761.859 0.0)",1987
"POINT (378893.249 4655638.489 0.0)",1988
"POINT (378922.779 4655506.399 0.0)",1989
"POINT (378514.099 4652576.5 0.0)",1990
"POINT (379201.899 4653142.546 0.0)",1991
"POINT (378922.369 4653019.689 0.0)",1992
"POINT (378687.179 4652886.088 0.0)",1993
"POINT (379637.129 4654307.029 0.0)",1994
"POINT (379437.149 4654501.549 0.0)",1995
"POINT (379390.239 4655079.289 0.0)",1996
"POINT (379243.959 4655181.269 0.0)",1997
"POINT (379055.239 4655449.889 0.0)",1998
"POINT (379227.579 4655348.489 0.0)",1999
"POINT (379309.949 4654819.689 0.0)",2000
"POINT (379279.499 4654591.499 0.0)",2001
"POINT (379285.729 4653401.642 0.0)",2002
"POINT (379491.939 4654057.063 0.0)",2003
"POINT (379494.109 4653824.929 0.0)",2004
"POINT (378953.029 4655382.459 0.0)",2005
"POINT (377840.059 4655988.409 0.0)",2006
"POINT (377811.759 4655922.679 0.0)",2007
"POINT (377820.249 4655948.299 0.0)",2008
"POINT (377968.379 4655975.999 0.0)",2009
"POINT (377924.399 4655993.669 0.0)",2010
"POINT (377880.119 4655988.699 0.0)",2011
"POINT (378098.199 4655926.349 0.0)",2012
"POINT (378175.099 4655926.509 0.0)",2013
"POINT (377984.409 4655929.799 0.0)",2014
"POINT (378042.079 4655924.509 0.0)",2015
"POINT (378205.739 4655848.719 0.0)",2016
"POINT (378266.549 4655899.879 0.0)",2017
"POINT (378339.919 4655862.519 0.0)",2018
"POINT (378591.989 4655820.079 0.0)",2019
"POINT (378484.709 4655774.819 0.0)",2020
"POINT (378412.539 4655751.639 0.0)",2021
"POINT (378792.199 4655693.369 0.0)",2022
"POINT (378702.969 4655760.489 0.0)",2023
"POINT (378619.699 4655700.299 0.0)",2024
"POINT (378795.289 4655561.089 0.0)",2025
"POINT (378812.799 4655407.739 0.0)",2026
"POINT (378422.989 4652913.33 0.0)",2027
"POINT (378228.909 4652669.5 0.0)",2028
"POINT (378996.419 4653595.168 0.0)",2029
"POINT (378978.879 4653331.242 0.0)",2030
"POINT (378657.309 4653181.389 0.0)",2031
"POINT (376697.079 4653168.519 0.0)",2032
"POINT (376892.594 4653105.5 0.0)",2033
"POINT (379358.439 4654255.709 0.0)",2034
"POINT (379248.689 4654406.539 0.0)",2035
"POINT (379228.529 4654969.649 0.0)",2036
"POINT (379065.899 4655283.649 0.0)",2037
"POINT (379141.439 4654746.629 0.0)",2038
"POINT (379242.509 4653683.662 0.0)",2039
"POINT (379236.219 4653974.603 0.0)",2040
"POINT (378908.399 4655264.629 0.0)",2041
"POINT (377845.949 4655896.349 0.0)",2042
"POINT (377856.139 4655945.029 0.0)",2043
"POINT (377918.709 4655947.509 0.0)",2044
"POINT (378071.079 4655884.359 0.0)",2045
"POINT (378131.069 4655870.749 0.0)",2046
"POINT (378018.979 4655870.939 0.0)",2047
"POINT (378151.789 4655798.349 0.0)",2048
"POINT (378346.769 4655774.319 0.0)",2049
"POINT (378214.179 4655781.689 0.0)",2050
"POINT (378274.439 4655816.929 0.0)",2051
"POINT (378364.469 4655548.319 0.0)",2052
"POINT (378373.499 4655695.629 0.0)",2053
"POINT (378541.529 4655701.949 0.0)",2054
"POINT (378457.409 4655690.769 0.0)",2055
"POINT (378589.429 4655630.069 0.0)",2056
"POINT (378682.649 4655621.819 0.0)",2057
"POINT (378700.999 4655494.759 0.0)",2058
"POINT (378752.589 4655286.629 0.0)",2059
"POINT (378172.779 4655730.779 0.0)",2060
"POINT (376751.436 4653356.281 0.0)",2061
"POINT (378369.989 4653163.586 0.0)",2062
"POINT (377943.689 4652762.5 0.0)",2063
"POINT (378169.249 4653002.951 0.0)",2064
"POINT (378753.449 4653466.73 0.0)",2065
"POINT (378471.199 4653379.816 0.0)",2066
"POINT (377373.312 4652948.5 0.0)",2067
"POINT (377658.5 4652855.5 0.0)",2068
"POINT (377760.219 4653404.779 0.0)",2069
"POINT (376900.52 4653345.693 0.0)",2070
"POINT (377252.761 4653197.521 0.0)",2071
"POINT (377088.0 4653041.5 0.0)",2072
"POINT (379106.199 4654239.669 0.0)",2073
"POINT (379085.079 4654506.839 0.0)",2074
"POINT (379023.349 4655097.119 0.0)",2075
"POINT (378970.299 4654717.859 0.0)",2076
"POINT (379047.589 4654892.829 0.0)",2077
"POINT (378795.859 4654706.369 0.0)",2078
"POINT (378904.219 4654185.169 0.0)",2079
"POINT (378986.749 4653839.934 0.0)",2080
"POINT (378994.529 4654046.298 0.0)",2081
"POINT (378757.219 4653726.149 0.0)",2082
"POINT (378660.539 4655182.239 0.0)",2083
"POINT (378832.069 4655135.909 0.0)",2084
"POINT (377798.249 4655881.979 0.0)",2085
"POINT (377774.269 4655838.349 0.0)",2086
"POINT (377944.469 4655891.469 0.0)",2087
"POINT (377956.119 4655841.949 0.0)",2088
"POINT (377889.919 4655910.339 0.0)",2089
"POINT (378079.669 4655818.179 0.0)",2090
"POINT (377997.969 4655802.619 0.0)",2091
"POINT (378102.339 4655742.769 0.0)",2092
"POINT (378270.179 4655712.719 0.0)",2093
"POINT (378340.319 4655634.689 0.0)",2094
"POINT (378422.319 4655609.609 0.0)",2095
"POINT (378509.859 4655610.959 0.0)",2096
"POINT (378593.399 4655515.329 0.0)",2097
"POINT (378669.199 4655396.769 0.0)",2098
"POINT (378632.839 4655302.619 0.0)",2099
"POINT (378194.779 4655656.019 0.0)",2100
"POINT (378054.989 4655684.689 0.0)",2101
"POINT (378120.149 4655678.879 0.0)",2102
"POINT (376806.544 4653543.896 0.0)",2103
"POINT (378181.209 4653329.602 0.0)",2104
"POINT (377889.969 4653138.769 0.0)",2105
"POINT (378553.819 4653604.824 0.0)",2106
"POINT (378541.999 4653860.979 0.0)",2107
"POINT (378347.269 4653525.529 0.0)",2108
"POINT (377323.81 4653362.462 0.0)",2109
"POINT (377538.729 4653196.747 0.0)",2110
"POINT (376996.365 4653594.192 0.0)",2111
"POINT (377082.361 4653250.139 0.0)",2112
"POINT (378909.339 4654376.789 0.0)",2113
"POINT (378713.289 4654272.629 0.0)",2114
"POINT (378903.189 4654557.469 0.0)",2115
"POINT (378874.329 4654932.879 0.0)",2116
"POINT (378750.509 4654000.999 0.0)",2117
"POINT (378705.879 4655027.509 0.0)",2118
"POINT (377826.099 4655846.819 0.0)",2119
"POINT (377796.509 4655807.289 0.0)",2120
"POINT (377889.169 4655848.759 0.0)",2121
"POINT (377887.909 4655795.849 0.0)",2122
"POINT (377930.019 4655795.949 0.0)",2123
"POINT (377967.659 4655735.979 0.0)",2124
"POINT (378036.939 4655746.449 0.0)",2125
"POINT (378279.749 4655603.699 0.0)",2126
"POINT (378471.079 4655516.009 0.0)",2127
"POINT (378538.159 4655377.109 0.0)",2128
"POINT (378539.389 4655240.989 0.0)",2129
"POINT (378146.439 4655595.529 0.0)",2130
"POINT (378210.779 4655567.559 0.0)",2131
"POINT (378093.689 4655556.919 0.0)",2132
"POINT (378072.399 4655625.049 0.0)",2133
"POINT (376867.534 4653729.454 0.0)",2134
"POINT (377055.777 4653800.241 0.0)",2135
"POINT (377978.179 4653419.304 0.0)",2136
"POINT (378154.439 4653588.471 0.0)",2137
"POINT (378381.129 4653727.728 0.0)",2138
"POINT (377533.761 4653429.277 0.0)",2139
"POINT (377141.087 4653459.73 0.0)",2140
"POINT (378744.029 4654498.949 0.0)",2141
"POINT (378684.059 4654861.319 0.0)",2142
"POINT (378485.439 4654143.53 0.0)",2143
"POINT (378344.139 4653966.05 0.0)",2144
"POINT (378560.759 4654946.499 0.0)",2145
"POINT (378536.359 4655088.769 0.0)",2146
"POINT (377746.359 4655796.939 0.0)",2147
"POINT (377846.229 4655791.849 0.0)",2148
"POINT (377892.349 4655744.819 0.0)",2149
"POINT (377991.949 4655686.349 0.0)",2150
"POINT (378010.729 4655629.929 0.0)",2151
"POINT (377927.659 4655686.499 0.0)",2152
"POINT (378272.899 4655490.359 0.0)",2153
"POINT (378393.989 4655432.999 0.0)",2154
"POINT (378184.419 4655401.019 0.0)",2155
"POINT (378425.589 4655292.699 0.0)",2156
"POINT (378443.309 4655184.749 0.0)",2157
"POINT (377967.899 4655579.509 0.0)",2158
"POINT (378155.109 4655511.259 0.0)",2159
"POINT (378029.069 4655572.319 0.0)",2160
"POINT (376934.39 4653910.623 0.0)",2161
"POINT (377894.159 4653585.056 0.0)",2162
"POINT (378006.569 4653739.922 0.0)",2163
"POINT (378181.369 4653835.794 0.0)",2164
"POINT (377638.62 4653621.06 0.0)",2165
"POINT (377385.053 4653563.728 0.0)",2166
"POINT (377206.727 4653686.141 0.0)",2167
"POINT (378494.099 4654427.509 0.0)",2168
"POINT (378601.199 4654663.449 0.0)",2169
"POINT (378498.489 4654813.639 0.0)",2170
"POINT (378297.989 4654316.009 0.0)",2171
"POINT (378297.759 4654158.265 0.0)",2172
"POINT (378149.199 4654045.415 0.0)",2173
"POINT (378386.289 4655078.729 0.0)",2174
"POINT (378441.219 4654945.049 0.0)",2175
"POINT (378257.019 4655084.399 0.0)",2176
"POINT (378346.279 4654791.179 0.0)",2177
"POINT (377709.419 4655763.489 0.0)",2178
"POINT (377737.869 4655742.359 0.0)",2179
"POINT (377789.579 4655762.499 0.0)",2180
"POINT (377830.739 4655726.269 0.0)",2181
"POINT (377874.189 4655687.979 0.0)",2182
"POINT (377949.469 4655634.799 0.0)",2183
"POINT (377886.539 4655640.799 0.0)",2184
"POINT (378301.309 4655353.429 0.0)",2185
"POINT (378216.979 4655169.179 0.0)",2186
"POINT (378311.769 4655205.969 0.0)",2187
"POINT (377989.989 4655528.179 0.0)",2188
"POINT (378057.769 4655505.199 0.0)",2189
"POINT (376968.642 4654098.401 0.0)",2190
"POINT (377098.121 4653991.642 0.0)",2191
"POINT (377631.533 4653833.208 0.0)",2192
"POINT (377820.259 4653772.692 0.0)",2193
"POINT (377991.179 4653928.35 0.0)",2194
"POINT (377443.286 4653770.926 0.0)",2195
"POINT (377357.231 4654089.573 0.0)",2196
"POINT (377279.84 4653933.369 0.0)",2197
"POINT (378290.739 4654477.329 0.0)",2198
"POINT (378389.989 4654629.869 0.0)",2199
"POINT (378152.299 4654426.639 0.0)",2200
"POINT (378134.219 4654249.319 0.0)",2201
"POINT (378319.169 4654951.499 0.0)",2202
"POINT (377665.579 4655753.209 0.0)",2203
"POINT (377701.649 4655730.459 0.0)",2204
"POINT (377635.894 4655713.949 0.0)",2205
"POINT (377721.419 4655700.809 0.0)",2206
"POINT (377773.539 4655693.939 0.0)",2207
"POINT (377828.019 4655658.869 0.0)",2208
"POINT (377905.099 4655584.599 0.0)",2209
"POINT (377844.509 4655597.219 0.0)",2210
"POINT (377930.329 4655509.889 0.0)",2211
"POINT (378107.669 4655349.919 0.0)",2212
"POINT (378184.479 4655268.229 0.0)",2213
"POINT (378085.029 4655432.909 0.0)",2214
"POINT (377991.039 4655463.949 0.0)",2215
"POINT (378122.709 4655124.969 0.0)",2216
"POINT (377198.049 4654156.967 0.0)",2217
"POINT (377758.679 4653973.572 0.0)",2218
"POINT (377932.719 4654149.879 0.0)",2219
"POINT (377536.882 4654393.819 0.0)",2220
"POINT (377512.285 4654015.485 0.0)",2221
"POINT (378217.179 4654628.449 0.0)",2222
"POINT (377986.289 4654371.949 0.0)",2223
"POINT (378205.529 4654808.849 0.0)",2224
"POINT (378163.379 4654971.009 0.0)",2225
"POINT (377013.732 4654288.599 0.0)",2226
"POINT (377628.899 4655665.899 0.0)",2227
"POINT (377673.973 4655692.419 0.0)",2228
"POINT (377717.929 4655645.579 0.0)",2229
"POINT (377780.049 4655616.829 0.0)",2230
"POINT (377789.119 4655550.949 0.0)",2231
"POINT (377860.519 4655531.239 0.0)",2232
"POINT (377869.259 4655461.199 0.0)",2233
"POINT (377928.489 4655420.529 0.0)",2234
"POINT (378052.119 4655252.719 0.0)",2235
"POINT (377991.009 4655142.049 0.0)",2236
"POINT (377997.549 4655365.419 0.0)",2237
"POINT (378019.899 4654990.739 0.0)",2238
"POINT (377417.542 4654239.819 0.0)",2239
"POINT (377237.62 4654379.219 0.0)",2240
"POINT (377814.809 4654331.159 0.0)",2241
"POINT (377670.198 4654219.359 0.0)",2242
"POINT (378107.579 4654704.469 0.0)",2243
"POINT (377873.149 4654511.849 0.0)",2244
"POINT (378027.809 4654560.859 0.0)",2245
"POINT (378056.919 4654847.219 0.0)",2246
"POINT (377062.962 4654477.599 0.0)",2247
"POINT (377655.376 4655635.739 0.0)",2248
"POINT (377600.905 4655625.579 0.0)",2249
"POINT (377681.994 4655596.589 0.0)",2250
"POINT (377725.159 4655570.339 0.0)",2251
"POINT (377727.529 4655493.939 0.0)",2252
"POINT (377801.269 4655486.619 0.0)",2253
"POINT (377823.109 4655419.869 0.0)",2254
"POINT (377868.029 4655377.449 0.0)",2255
"POINT (377921.449 4655337.459 0.0)",2256
"POINT (377955.059 4655263.539 0.0)",2257
"POINT (377906.019 4655054.739 0.0)",2258
"POINT (377886.469 4655175.709 0.0)",2259
"POINT (377398.859 4654469.159 0.0)",2260
"POINT (377685.594 4654463.969 0.0)",2261
"POINT (377529.41 4654533.949 0.0)",2262
"POINT (377765.799 4654624.369 0.0)",2263
"POINT (377932.919 4654707.599 0.0)",2264
"POINT (377900.319 4654889.219 0.0)",2265
"POINT (377118.943 4654664.429 0.0)",2266
"POINT (377246.237 4654569.929 0.0)",2267
"POINT (377137.002 4654760.319 0.0)",2268
"POINT (377564.299 4655591.949 0.0)",2269
"POINT (377626.525 4655580.729 0.0)",2270
"POINT (377669.256 4655537.849 0.0)",2271
"POINT (377768.409 4655428.449 0.0)",2272
"POINT (377783.159 4655360.429 0.0)",2273
"POINT (377856.359 4655286.379 0.0)",2274
"POINT (377811.119 4655015.689 0.0)",2275
"POINT (377791.929 4655210.199 0.0)",2276
"POINT (377827.279 4655115.009 0.0)",2277
"POINT (377416.696 4654662.339 0.0)",2278
"POINT (377370.038 4654791.699 0.0)",2279
"POINT (377609.019 4654680.449 0.0)",2280
"POINT (377764.199 4654792.029 0.0)",2281
"POINT (377779.329 4654915.909 0.0)",2282
"POINT (377627.032 4654823.129 0.0)",2283
"POINT (377248.084 4654741.639 0.0)",2284
"POINT (377157.169 4654855.799 0.0)",2285
"POINT (377579.533 4655548.679 0.0)",2286
"POINT (377614.292 4655515.239 0.0)",2287
"POINT (377654.363 4655466.909 0.0)",2288
"POINT (377703.529 4655404.419 0.0)",2289
"POINT (377751.879 4655276.519 0.0)",2290
"POINT (377710.829 4655329.939 0.0)",2291
"POINT (377694.098 4655207.849 0.0)",2292
"POINT (377631.884 4655155.779 0.0)",2293
"POINT (377726.719 4654998.929 0.0)",2294
"POINT (377729.489 4655117.049 0.0)",2295
"POINT (377498.518 4654795.279 0.0)",2296
"POINT (377687.205 4654915.619 0.0)",2297
"POINT (377408.324 4654887.539 0.0)",2298
"POINT (377278.566 4654871.699 0.0)",2299
"POINT (377179.939 4654950.689 0.0)",2300
"POINT (377532.487 4655554.329 0.0)",2301
"POINT (377562.685 4655504.979 0.0)",2302
"POINT (377630.838 4655349.789 0.0)",2303
"POINT (377598.34 4655457.529 0.0)",2304
"POINT (377634.009 4655410.509 0.0)",2305
"POINT (377272.55 4655064.579 0.0)",2306
"POINT (377204.39 4655045.159 0.0)",2307
"POINT (377659.324 4655273.319 0.0)",2308
"POINT (377620.77 4655053.479 0.0)",2309
"POINT (377535.044 4654929.999 0.0)",2310
"POINT (377414.967 4654987.289 0.0)",2311
"POINT (377301.462 4654985.419 0.0)",2312
"POINT (377590.497 4655285.399 0.0)",2313
"POINT (377503.251 4655514.029 0.0)",2314
"POINT (377543.76 4655454.609 0.0)",2315
"POINT (377579.615 4655400.949 0.0)",2316
"POINT (377232.529 4655138.429 0.0)",2317
"POINT (377600.543 4655225.139 0.0)",2318
"POINT (377542.554 4655156.129 0.0)",2319
"POINT (377486.738 4655062.429 0.0)",2320
"POINT (377351.82 4655089.299 0.0)",2321
"POINT (377552.786 4655335.739 0.0)",2322
"POINT (377468.168 4655481.379 0.0)",2323
"POINT (377496.636 4655452.089 0.0)",2324
"POINT (377517.958 4655397.529 0.0)",2325
"POINT (377324.763 4655212.459 0.0)",2326
"POINT (377256.137 4655233.079 0.0)",2327
"POINT (377421.189 4655471.199 0.0)",2328
"POINT (377505.855 4655261.669 0.0)",2329
"POINT (377426.854 4655189.069 0.0)",2330
"POINT (377474.949 4655341.719 0.0)",2331
"POINT (377451.411 4655418.949 0.0)",2332
"POINT (377283.436 4655326.729 0.0)",2333
"POINT (377390.139 4655432.279 0.0)",2334
"POINT (377405.329 4655283.569 0.0)",2335
"POINT (377387.741 4655370.219 0.0)",2336
"POINT (377318.398 4655417.649 0.0)",2337
